"Name","Agent","State","Notes","User","Tags","Created","Runtime","Sweep","ccp_alpha","class_weight","criterion","max_depth","max_features","min_samples_leaf","min_samples_split","oversample","random_state","random_state_split","splitter","test_size","undersample","accuracy_train","accuracy_val","f1_train","f1_val","precision_train","precision_val","recall_train","recall_val"
"ancient-sweep-868","94s1kqfp","finished","-","7ben18","","2023-06-03T18:11:49.000Z","91","uxvqzsec","0","balanced","gini","10","sqrt","10","10","false","5770","7646","best","0.2","false","0.9589618490712862","0.6293399270934691","0.9598182110352996","0.6571833988602377","0.963152650751067","0.7953422577996333","0.9589618490712862","0.6293399270934691"
"good-sweep-867","94s1kqfp","finished","-","7ben18","","2023-06-03T18:10:11.000Z","94","uxvqzsec","0","balanced","gini","10","sqrt","10","10","false","8657","6778","best","0.2","false","0.9718822212848064","0.5283563925047046","0.9719404156813324","0.5485525592758914","0.9720331420593248","0.7221378720368988","0.9718822212848064","0.5283563925047046"
"wild-sweep-866","94s1kqfp","finished","-","7ben18","","2023-06-03T18:08:36.000Z","93","uxvqzsec","0","balanced","gini","10","sqrt","10","10","false","6523","8293","best","0.2","false","0.965099205786877","0.7695403126847468","0.96505027037743","0.7655245597168027","0.965023527677028","0.7758769848988255","0.965099205786877","0.7695403126847468"
"treasured-sweep-865","94s1kqfp","finished","-","7ben18","","2023-06-03T18:07:03.000Z","91","uxvqzsec","0","balanced","gini","10","sqrt","10","10","false","6693","6885","best","0.2","false","0.9649209473169752","0.7496025602548368","0.965287339542178","0.7532102961067779","0.9673237117136322","0.7817558339434406","0.9649209473169752","0.7496025602548368"
"grateful-sweep-864","94s1kqfp","finished","-","7ben18","","2023-06-03T18:05:27.000Z","92","uxvqzsec","0","balanced","gini","10","sqrt","10","10","false","7032","5615","best","0.2","false","0.9620674657654704","0.8774473444198194","0.9624389429441124","0.8797981696894284","0.9641290905179404","0.884724488315555","0.9620674657654704","0.8774473444198194"
"dark-sweep-863","94s1kqfp","finished","-","7ben18","","2023-06-03T18:03:47.000Z","95","uxvqzsec","0","balanced","gini","10","sqrt","10","10","false","5690","1409","best","0.2","false","0.962613577444935","0.7882742344187185","0.9630427415085274","0.792535706086301","0.9648252624541516","0.8127427847981197","0.962613577444935","0.7882742344187185"
"super-sweep-862","94s1kqfp","finished","-","7ben18","","2023-06-03T18:02:05.000Z","96","uxvqzsec","0","balanced","gini","10","sqrt","10","10","false","1044","8431","best","0.2","false","0.9509070422126976","0.7287410460547593","0.9502015778832414","0.7432750752198519","0.9538123940368682","0.8013815019211665","0.9509070422126976","0.7287410460547593"
"whole-sweep-861","94s1kqfp","finished","-","7ben18","","2023-06-03T18:00:26.000Z","93","uxvqzsec","0","balanced","gini","10","sqrt","10","10","false","5098","3993","best","0.2","false","0.9599898097370644","0.7533695433514384","0.9602736421587738","0.7602363909754023","0.9611444165596724","0.8407094525702103","0.9599898097370644","0.7533695433514384"
"brisk-sweep-860","94s1kqfp","finished","-","7ben18","","2023-06-03T17:58:49.000Z","93","uxvqzsec","0","balanced","gini","10","sqrt","10","10","false","7159","3576","best","0.2","false","0.979115169424468","0.7544503557611149","0.979144002117034","0.7625884991645709","0.9793005340053552","0.8090528200391576","0.979115169424468","0.7544503557611149"
"unique-sweep-859","94s1kqfp","finished","-","7ben18","","2023-06-03T17:57:10.000Z","95","uxvqzsec","0","balanced","gini","10","sqrt","10","10","false","3176","6333","best","0.2","false","0.9696300569877432","0.8005827347879116","0.969776115265895","0.7984805368721005","0.9700904070915862","0.8016015915034489","0.9696300569877432","0.8005827347879116"
"mild-sweep-858","94s1kqfp","finished","-","7ben18","","2023-06-03T17:55:33.000Z","92","uxvqzsec","0","balanced","gini","10","sqrt","10","10","false","5273","8359","best","0.2","false","0.9775618017245874","0.6489167271477915","0.9775312883985549","0.6858482385920719","0.9776511312263249","0.7821891229074087","0.9775618017245874","0.6489167271477915"
"stellar-sweep-857","94s1kqfp","finished","-","7ben18","","2023-06-03T17:53:52.000Z","98","uxvqzsec","0","balanced","gini","10","sqrt","10","10","false","806","6942","best","0.2","false","0.9640374262745622","0.8338871334896205","0.96415035478248","0.8456058703861085","0.9643582800879236","0.8697082558546655","0.9640374262745622","0.8338871334896205"
"lyric-sweep-856","94s1kqfp","finished","-","7ben18","","2023-06-03T17:52:14.000Z","92","uxvqzsec","0","balanced","gini","10","sqrt","10","10","false","3001","9390","best","0.2","false","0.9389828306154872","0.7771948844217412","0.9406936580396796","0.7726403489817049","0.947045186330472","0.8107196309181144","0.9389828306154872","0.7771948844217412"
"fresh-sweep-855","94s1kqfp","finished","-","7ben18","","2023-06-03T17:50:39.000Z","94","uxvqzsec","0","balanced","gini","10","sqrt","10","10","false","3622","6076","best","0.2","false","0.9593730643366912","0.7129690508341169","0.9600605715651982","0.7293959148606076","0.9626861164785754","0.7787186566808181","0.9593730643366912","0.7129690508341169"
"sunny-sweep-854","94s1kqfp","finished","-","7ben18","","2023-06-03T17:49:02.000Z","93","uxvqzsec","0","balanced","gini","10","sqrt","10","10","false","6412","1163","best","0.2","false","0.967577037632775","0.6169894452086374","0.9682009533919088","0.6168006889012886","0.970022028012436","0.6914964021937152","0.967577037632775","0.6169894452086374"
"lucky-sweep-853","94s1kqfp","finished","-","7ben18","","2023-06-03T17:47:25.000Z","94","uxvqzsec","0","balanced","gini","10","sqrt","10","10","false","5045","5470","best","0.2","false","0.9735496543089877","0.690481254514115","0.9736271837107292","0.7173650951472289","0.9740168514497344","0.8212063402678842","0.9735496543089877","0.690481254514115"
"light-sweep-852","94s1kqfp","finished","-","7ben18","","2023-06-03T17:45:54.000Z","90","uxvqzsec","0","balanced","gini","10","sqrt","10","10","false","7407","8909","best","0.2","false","0.953427023411606","0.7849756812199811","0.9542482365810876","0.7946673842238519","0.9568910487620697","0.8453695361032363","0.953427023411606","0.7849756812199811"
"ethereal-sweep-851","94s1kqfp","finished","-","7ben18","","2023-06-03T17:44:17.000Z","93","uxvqzsec","0","balanced","gini","10","sqrt","10","10","false","6184","2960","best","0.2","false","0.9601926637352464","0.8354966106690245","0.9608776104250524","0.8255872957063831","0.9628056318908096","0.8528981434418776","0.9601926637352464","0.8354966106690245"
"fragrant-sweep-850","94s1kqfp","finished","-","7ben18","","2023-06-03T17:42:39.000Z","93","uxvqzsec","0","balanced","gini","10","sqrt","10","10","false","8844","8247","best","0.2","false","0.9656144968177948","0.776156565001377","0.9658725634539708","0.7723601709001768","0.96681720181565","0.7912908268732874","0.9656144968177948","0.776156565001377"
"rural-sweep-849","94s1kqfp","finished","-","7ben18","","2023-06-03T17:41:00.000Z","94","uxvqzsec","0","balanced","gini","10","sqrt","10","10","false","7304","9607","best","0.2","false","0.9536787273493852","0.5647806937751472","0.9544604604690498","0.5931462197335627","0.9562361200504444","0.8245048219710813","0.9536787273493852","0.5647806937751472"
"effortless-sweep-848","94s1kqfp","finished","-","7ben18","","2023-06-03T17:39:22.000Z","93","uxvqzsec","0","balanced","gini","10","sqrt","10","10","false","5731","6015","best","0.2","false","0.9787219893490028","0.6915834947117533","0.978777583014352","0.7088078654677076","0.9791451819023071","0.7791200702697305","0.9787219893490028","0.6915834947117533"
"logical-sweep-847","94s1kqfp","finished","-","7ben18","","2023-06-03T17:37:39.000Z","98","uxvqzsec","0","balanced","gini","10","sqrt","10","10","false","4600","6637","best","0.2","false","0.9472548431827306","0.7587937501306967","0.947517600292306","0.7656348371470814","0.9479885189664424","0.7941036822116019","0.9472548431827306","0.7587937501306967"
"good-sweep-846","94s1kqfp","finished","-","7ben18","","2023-06-03T17:36:00.000Z","93","uxvqzsec","0","balanced","gini","10","sqrt","10","10","false","3640","436","best","0.2","false","0.9675948136748516","0.8577377659946467","0.9675073994151658","0.8671188245276268","0.9675305251410816","0.8897629580673033","0.9675948136748516","0.8577377659946467"
"pious-sweep-845","94s1kqfp","finished","-","7ben18","","2023-06-03T17:34:14.000Z","103","uxvqzsec","0","balanced","gini","10","sqrt","10","10","false","1826","1137","best","0.2","false","0.9548425663230736","0.7935751599496654","0.9551042615728034","0.8042784058336884","0.9555360157746484","0.8272211757494592","0.9548425663230736","0.7935751599496654"
"fancy-sweep-844","94s1kqfp","finished","-","7ben18","","2023-06-03T17:32:36.000Z","92","uxvqzsec","0","balanced","gini","10","sqrt","10","10","false","6814","8066","best","0.2","false","0.963076938248446","0.7277027092615782","0.963597005365532","0.728749940866702","0.9646214515228306","0.7393532151225143","0.963076938248446","0.7277027092615782"
"scarlet-sweep-843","94s1kqfp","finished","-","7ben18","","2023-06-03T17:30:58.000Z","93","uxvqzsec","0","balanced","gini","10","sqrt","10","10","false","8913","3666","best","0.2","false","0.9715101242244348","0.7601803771522274","0.9717127350370454","0.7544529279289041","0.9725132981048508","0.7550293157999458","0.9715101242244348","0.7601803771522274"
"zesty-sweep-842","94s1kqfp","finished","-","7ben18","","2023-06-03T17:29:22.000Z","90","uxvqzsec","0","balanced","gini","10","sqrt","10","10","false","4687","1622","best","0.2","false","0.9677856814669654","0.834000544947706","0.9678376723004014","0.8410080266268913","0.9682022184717294","0.8620739476110414","0.9677856814669654","0.834000544947706"
"toasty-sweep-841","94s1kqfp","finished","-","7ben18","","2023-06-03T17:27:46.000Z","93","uxvqzsec","0","balanced","gini","10","sqrt","10","10","false","4476","1880","best","0.2","false","0.9763438626423534","0.6437726066754325","0.9765014004457744","0.6438773608289531","0.976897737166642","0.6695074916872538","0.9763438626423534","0.6437726066754325"
"comic-sweep-840","94s1kqfp","finished","-","7ben18","","2023-06-03T17:26:07.000Z","94","uxvqzsec","0","balanced","gini","10","sqrt","10","10","false","3782","2334","best","0.2","false","0.979218878536856","0.7915740985505942","0.9792609361704688","0.801742621561522","0.9793497317547388","0.8275103924878031","0.979218878536856","0.7915740985505942"
"copper-sweep-839","94s1kqfp","finished","-","7ben18","","2023-06-03T17:24:29.000Z","96","uxvqzsec","0","balanced","gini","10","sqrt","10","10","false","6389","1054","best","0.2","false","0.9628794572471262","0.771703450386836","0.9634674134905682","0.7738629448794062","0.9652068841807688","0.781341160962296","0.9628794572471262","0.771703450386836"
